Company_Cleaned,Sub_Sector,Headquarters,Amount_Cr,Funding_Round_Type,Lead_Investors,Year,Month,Sector,city,state,country,Month_Num,Day,Date,Quarter,FY,Cumulative_Funding_Prior,HQ_Sector,Rolling_6m_Funding_Lagged,Rolling_6m_Rounds_Lagged,Rolling_6m_Median_Size_Lagged,Rolling_12m_Funding_Lagged,Rolling_12m_Rounds_Lagged,Rolling_12m_Median_Size_Lagged,Rolling_6m_Funding_Lagged_Missing,Rolling_6m_Rounds_Lagged_Missing,Rolling_6m_Median_Size_Lagged_Missing,Rolling_12m_Funding_Lagged_Missing,Rolling_12m_Rounds_Lagged_Missing,Rolling_12m_Median_Size_Lagged_Missing
edvizo,Consumer,Bangalore,8.3,Pre-Series A,Inflection Point Ventures,2021,July,Consumer Internet,Bangalore,Karnataka,India,7,17,2021-07-17,2,2021,1.25,Bangalore | Consumer Internet,2458.18,20.0,21.17,6768.38,42.0,25.84,0,0,0,0,0,0
edyoo,Ecommerce,Bangalore,6.1,Other,Rs Shanbag,2018,May,Ecommerce / Retail,Bangalore,Karnataka,India,5,25,2018-05-25,1,2018,9.55,Bangalore | Ecommerce / Retail,831.42,11.0,45.86,3944.76,30.0,43.99,0,0,0,0,0,0
eeki,Agritech,Kota,58.1,Series A,Sixth Sense Ventures,2025,July,Agritech,Kota,Rajasthan,India,7,9,2025-07-09,2,2025,6.1,Kota | Agritech,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
ef polymer,Agritech,Rajsamand,1.66,Unknown,Mtg Ventures,2021,April,Agritech,Rajsamand,Rajasthan,India,4,15,2021-04-15,1,2021,58.1,Rajsamand | Agritech,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
ef polymer,Chemicals And Materials > Polymers,Rajasthan,3.32,Series B,Toyoda Gosei / Beyond Next Ventures,2025,October,Deeptech / Hardware,Nan,Rajasthan,India,10,20,2025-10-20,3,2025,1.66,Rajasthan | Deeptech / Hardware,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
eggoz,Agritech,Bihar,2.73,Seed,"Angellist, Tracxn Labs, Triunknowndeep Capital",2020,May,Agritech,Nan,Bihar,India,5,28,2020-05-28,1,2020,4.98,Bihar | Agritech,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
eggoz,Food,Indore,12.45,Pre-Series A,"Avana Capital, Rebright Partners",2020,November,Foodtech,Indore,Madhya Pradesh,India,11,20,2020-11-20,3,2020,2.73,Indore | Foodtech,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
eggoz,Food,Gurgaon,29.05,Series A,"Avaaunknown Capital, Nabventures",2021,December,Foodtech,Gurgaon,Haryana,India,12,23,2021-12-23,3,2021,15.18,Gurgaon | Foodtech,6190.97,7.0,112.88,7945.32,13.0,36.11,0,0,0,0,0,0
eggoz,Ecommerce,Gurgaon,166.0,Series C,"Artek Chemicals, Arvind Thakur, Avaaunknown Capital, Blue Dot Capital, Gaja Capital, Ivycap Ventures, Merisis Opportunities Fund, Nabventures, Rebright Partners, S Ramadorai",2025,July,Ecommerce / Retail,Gurgaon,Haryana,India,7,13,2025-07-13,2,2025,44.23,Gurgaon | Ecommerce / Retail,1433.45,9.0,91.5,5621.63,17.0,85.28,0,0,0,0,0,0
ejohri,Jewellery,Mumbai,8.3,Pre-Series A,Rajesh Raunknownvat,2020,January,Others,Mumbai,Maharashtra,India,1,3,2020-01-03,4,2019,210.23,Mumbai | Others,809.5,13.0,5.6,1123.62,31.0,8.3,0,0,0,0,0,0
eka,Energy > Electric Vehicles,Maharashtra,473.1,Series A,Niif,2025,October,Mobility / Automotive / Ev,Nan,Maharashtra,India,10,20,2025-10-20,3,2025,8.3,Maharashtra | Mobility / Automotive / Ev,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
eka care,Healthcare,Bangalore,161.85,Series A,Mirae Asset Global Investments And Verlinvest,2022,July,Healthtech,Bangalore,Karnataka,India,7,13,2022-07-13,2,2022,473.1,Bangalore | Healthtech,15332.67,11.0,872.54,21035.85,34.0,211.24,0,0,0,0,0,0
eka mobility,Cleantech,Pune,190.9,Unknown,Eunknownm Holdings,2025,June,Enterprise / Saas,Pune,Maharashtra,India,6,11,2025-06-11,1,2025,161.85,Pune | Enterprise / Saas,504.72,9.0,46.06,2171.39,17.0,51.88,0,0,0,0,0,0
ekacare,Healthcare,Bangalore,37.35,Unknown,"Ashish Kashyap, Deep Kalra, Rajesh Magow",2021,July,Healthtech,Bangalore,Karnataka,India,7,8,2021-07-08,2,2021,190.9,Bangalore | Healthtech,5728.66,15.0,116.2,6144.37,30.0,57.06,0,0,0,0,0,0
ekanek,Technology,Delhi,41.83,Other,"Lightspeed, Sequoia Capital",2020,January,Enterprise / Saas,Delhi,Delhi,India,1,11,2020-01-11,4,2019,37.35,Delhi | Enterprise / Saas,493.53,8.0,7.96,757.75,19.0,9.23,0,0,0,0,0,0
ekank,Software,Delhi,8.3,Unknown,"Amit Hooja, Amit Jain, Archaunknown Priyadarshini, Deepak Jain",2022,January,Enterprise / Saas,Delhi,Delhi,India,1,4,2022-01-04,4,2021,41.83,Delhi | Enterprise / Saas,1004.72,19.0,19.09,1830.43,31.0,14.24,0,0,0,0,0,0
ekincare,Other,Unknown,1.34,Seed,Adroitent Pvt. Ltd.,2015,January,Others,Nan,Nan,Nan,1,23,2015-01-23,4,2014,8.3,Unknown | Others,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
ekincare,Consumer Internet,Hyderabad,2.74,Private Equity,"Anshoo Gaur, Bitchemy Ventures, Maheshwari Investments Pvt Ltd, Rama Krishunknown Reddy, Sandeep Seerapu",2016,March,Consumer Internet,Hyderabad,Telangana,India,3,19,2016-03-19,4,2015,1.34,Hyderabad | Consumer Internet,124.5,5.0,8.3,124.5,5.0,8.3,0,0,0,0,0,0
ekincare,Healthcare,Hyderabad,12.45,Private Equity,"Bvr Mohan Reddy, Eight Roads Ventures, Endiya Partners, Touchstone Equities, Ventureast",2018,January,Healthtech,Hyderabad,Telangana,India,1,4,2018-01-04,4,2017,4.08,Hyderabad | Healthtech,1.25,1.0,1.25,1.25,1.0,1.25,0,0,0,0,0,0
ekincare,Healthcare,Hyderabad,124.5,Series B,"Healthquad, Sabre Partners",2022,March,Healthtech,Hyderabad,Telangana,India,3,5,2022-03-05,4,2021,16.53,Hyderabad | Healthtech,421.23,6.0,24.9,476.43,9.0,12.45,0,0,0,0,0,0
ekkaa,Semiconductors > Display Technology,Haryana,101.26,Series A,Unknown,2025,October,Enterprise / Saas,Nan,Haryana,India,10,16,2025-10-16,3,2025,141.03,Haryana | Enterprise / Saas,541.33,4.0,102.59,541.33,4.0,102.59,0,0,0,0,0,0
elasticrun,Technology,Pune,16.6,Private Equity,"Kalaari Capital, Norwest Venture Partners",2016,November,Enterprise / Saas,Pune,Maharashtra,India,11,17,2016-11-17,3,2016,101.26,Pune | Enterprise / Saas,792.78,11.0,16.74,1105.28,16.0,37.35,0,0,0,0,0,0
elasticrun,Ecommerce,Pune,622.5,Series D,"Avataar Venture Partners, Kalaari Capital",2021,May,Ecommerce / Retail,Pune,Maharashtra,India,5,27,2021-05-27,1,2021,16.6,Pune | Ecommerce / Retail,3467.83,7.0,50.84,3550.83,8.0,68.47,0,0,0,0,0,0
elasticrun,B2B Ecommerce,Pune,2490.0,Series E,"Goldman Sachs, Softbank",2022,February,Ecommerce / Retail,Pune,Maharashtra,India,2,1,2022-02-01,4,2021,639.1,Pune | Ecommerce / Retail,3953.38,6.0,327.85,4173.33,9.0,75.74,0,0,0,0,0,0
elastirun,Technology,Pune,58.1,Private Equity,"Kalaari Capital, Norwest Venture Partners",2017,April,Enterprise / Saas,Pune,Maharashtra,India,4,24,2017-04-24,1,2017,3129.1,Pune | Enterprise / Saas,1279.57,12.0,16.81,1861.41,21.0,29.05,0,0,0,0,0,0
elchemy,Specialty Chemicals,Ahmedabad,46.48,Series A,"Infoedge Ventures, Prime Venture Partners",2024,November,Others,Ahmedabad,Gujarat,India,11,12,2024-11-12,3,2024,58.1,Ahmedabad | Others,138.44,5.0,2.49,138.44,5.0,2.49,0,0,0,0,0,0
elda health,Healthcare,Bangalore,12.45,Unknown,"Avaaunknown Capital, Orios Ventures",2021,August,Healthtech,Bangalore,Karnataka,India,8,13,2021-08-13,2,2021,46.48,Bangalore | Healthtech,6322.36,18.0,116.2,6856.76,35.0,51.88,0,0,0,0,0,0
elda health,Healthcare,Bangalore,12.45,Seed,"Avaaunknown Capital, Orios Ventures",2021,August,Healthtech,Bangalore,Karnataka,India,8,13,2021-08-13,2,2021,12.45,Bangalore | Healthtech,6322.36,18.0,116.2,6856.76,35.0,51.88,0,0,0,0,0,0
electricpe,Ev,Bangalore,24.9,Seed,"Blume Ventures, Micelio Fund",2021,November,Mobility / Automotive / Ev,Bangalore,Karnataka,India,11,25,2021-11-25,3,2021,24.9,Bangalore | Mobility / Automotive / Ev,5049.72,14.0,31.12,5560.77,21.0,31.12,0,0,0,0,0,0
elevar,Sports,Mumbai,16.6,Unknown,"Dream Capital, Kalaari Capital",2021,August,Media / Entertainment / Gaming,Mumbai,Maharashtra,India,8,15,2021-08-15,2,2021,24.9,Mumbai | Media / Entertainment / Gaming,1369.5,3.0,415.0,1369.5,3.0,415.0,0,0,0,0,0,0
elevatehq,Software,Sanfrancisco,9.13,Pre-Seed,Pointone Capital And Leo Capital,2022,July,Enterprise / Saas,San Francisco,California,Usa,7,6,2022-07-06,2,2022,16.6,Sanfrancisco | Enterprise / Saas,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
elever,Fintech,Bangalore,6.22,Unknown,"Massimo Vita, Udaya Kumar",2022,February,Fintech,Bangalore,Karnataka,India,2,13,2022-02-13,4,2021,9.13,Bangalore | Fintech,16216.13,48.0,145.25,25683.11,78.0,120.35,0,0,0,0,0,0
elivaas,Villa And Apartment Management,Unknown,41.5,Series A,"3One4 Capital, And Other Angel Investors, Peak Xv'S Surge",2024,September,Others,Nan,Nan,Nan,9,15,2024-09-15,2,2024,6.22,Unknown | Others,2233.47,12.0,46.33,12448.84,140.0,18.78,0,0,0,0,0,0
elivaas,Travel,Gurgaon,83.0,Series B,Vertex Ventures,2025,August,Travel / Hospitality,Gurgaon,Haryana,India,8,6,2025-08-06,2,2025,41.5,Gurgaon | Travel / Hospitality,5970.19,6.0,410.02,5970.19,6.0,410.02,0,0,0,0,0,0
elixia robotics,Logistics,Mumbai,8.3,Pre-Series A,Jito Incubation And Innovation Foundation (Jiif),2024,October,Logistics / Supply Chain,Mumbai,Maharashtra,India,10,19,2024-10-19,3,2024,124.5,Mumbai | Logistics / Supply Chain,8180.65,7.0,34.24,8473.89,13.0,39.42,0,0,0,0,0,0
elixia tech,Information Technology &,Mumbai,8.3,Pre-Series A,Rajasthan Venture Capital Fund,2021,September,Enterprise / Saas,Mumbai,Maharashtra,India,9,3,2021-09-03,2,2021,8.3,Mumbai | Enterprise / Saas,3901.42,22.0,13.7,11416.96,38.0,17.06,0,0,0,0,0,0
eloelo,Social Commerce,Bangalore,3.73,Seed,Unknown,2020,January,Ecommerce / Retail,Bangalore,Karnataka,India,1,5,2020-01-05,4,2019,8.3,Bangalore | Ecommerce / Retail,2493.67,8.0,332.0,3331.02,19.0,114.84,0,0,0,0,0,0
eloelo,Gaming,Bangalore,16.6,Pre-Series A,"Lumikai, Waterbridge",2021,July,Others,Bangalore,Karnataka,India,7,23,2021-07-23,2,2021,3.73,Bangalore | Others,10544.49,23.0,22.82,11343.61,40.0,21.79,0,0,0,0,0,0
eloelo,Retailecommerce,Bangalore,1.1,Other,"Akshay Dubey, Saurabh Pandey",2022,May,Ecommerce / Retail,Bangalore,Karnataka,India,5,4,2022-05-04,1,2022,20.33,Bangalore | Ecommerce / Retail,17532.8,15.0,541.58,30633.52,29.0,425.38,0,0,0,0,0,0
eloelo,Live Social Entertainment,Bangalore,112.05,Series B,Play Ventures,2025,April,Artificial Intelligence,Bangalore,Karnataka,India,4,3,2025-04-03,1,2025,21.43,Bangalore | Artificial Intelligence,2119.35,14.0,60.18,2877.22,23.0,54.78,0,0,0,0,0,0
elong,Data Driven Recruitment Recommendation,Bangalore,41.5,Private Equity,"Blume Ventures, Kuunknownl Bahl, Phanindra Sama, Raju Reddy, Rohit Bansal",2015,June,Ecommerce / Retail,Bangalore,Karnataka,India,6,13,2015-06-13,1,2015,133.48,Bangalore | Ecommerce / Retail,444.05,2.0,222.02,444.05,2.0,222.02,0,0,0,0,0,0
elucidata,It,Delhi Cambridge,14.11,Other,Hyperplane Venture Capital And Several Angel Investors,2018,June,Enterprise / Saas,Nan,Nan,Nan,6,19,2018-06-19,1,2018,41.5,Delhi Cambridge | Enterprise / Saas,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
elucidata,Biotechnology,Delhi,41.5,Pre-Series A,Hyperplane Venture Capital,2021,January,Enterprise / Saas,Delhi,Delhi,India,1,23,2021-01-23,4,2020,14.11,Delhi | Enterprise / Saas,1033.51,10.0,38.42,1527.04,18.0,28.11,0,0,0,0,0,0
em3 agri,Agritech,Noida,8.3,Unknown,"Global Innovation Fund, Soros Economic Development Fund",2020,January,Agritech,Noida,Uttar Pradesh,India,1,21,2020-01-21,4,2019,55.61,Noida | Agritech,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
ember,Ecommerce,Us,26.56,Seed,Unknown,2025,September,Ecommerce / Retail,Nan,Nan,Usa,9,22,2025-09-22,2,2025,8.3,Us | Ecommerce / Retail,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
embibe,Edtech,Mumbai,104.73,Unknown,Reliance Industries Limited (Ril),2020,February,Enterprise / Saas,Mumbai,Maharashtra,India,2,19,2020-02-19,4,2019,26.56,Mumbai | Enterprise / Saas,4205.37,19.0,76.36,6441.64,41.0,52.91,0,0,0,0,0,0
emergent,Ai,Gurgaon,190.9,Series A,Lightspeed Ventures,2025,September,Artificial Intelligence,Gurgaon,Haryana,India,9,4,2025-09-04,2,2025,104.73,Gurgaon | Artificial Intelligence,481.91,8.0,39.42,1109.51,15.0,43.38,0,0,0,0,0,0
emeritus,Edtech,Mumbai,2905.0,Unknown,Cpp Investments,2022,March,Enterprise / Saas,Mumbai,Maharashtra,India,3,5,2022-03-05,4,2021,190.9,Mumbai | Enterprise / Saas,3827.13,25.0,69.51,7728.55,47.0,53.74,0,0,0,0,0,0
emiza,Logistics,Mumbai,37.35,Private Equity,"Dileep Nath, Mayfield, Nishant Rao",2017,April,Logistics / Supply Chain,Mumbai,Maharashtra,India,4,17,2017-04-17,1,2017,2905.0,Mumbai | Logistics / Supply Chain,246.55,7.0,32.37,381.84,11.0,45.65,0,0,0,0,0,0
emiza,Logistics,Mumbai,100.0,Series C,"Evolvence India, Mirabilis Investment Trust",2025,January,Logistics / Supply Chain,Mumbai,Maharashtra,India,1,7,2025-01-07,4,2024,37.35,Mumbai | Logistics / Supply Chain,8101.8,6.0,16.6,8444.84,13.0,33.2,0,0,0,0,0,0
emiza supply chain,Logistics,Mumbai,50.0,Unspecified Round,"Evolvence India, Mirabilis Investment",2025,January,Logistics / Supply Chain,Mumbai,Maharashtra,India,1,23,2025-01-23,4,2024,137.35,Mumbai | Logistics / Supply Chain,8101.8,6.0,16.6,8444.84,13.0,33.2,0,0,0,0,0,0
emo energy,Energy,Bangalore,51.46,Equity,"Microtek Group, Srk Family Office, Subhkam Ventures, Transition Vc",2025,January,Climate / Cleantech / Energy,Bangalore,Karnataka,India,1,8,2025-01-08,4,2024,50.0,Bangalore | Climate / Cleantech / Energy,3371.96,6.0,15.98,3496.46,7.0,19.92,0,0,0,0,0,0
emotorad,Manufacturing,Pune,385.95,Seed,Ivy Growth Associates And Letsventure,2022,October,Others,Pune,Maharashtra,India,10,10,2022-10-10,3,2022,51.46,Pune | Others,160.6,7.0,8.3,483.48,14.0,8.3,0,0,0,0,0,0
emversity,Edtech,Bangalore,41.5,Pre-Series A,Z47 And Lightspeed,2025,April,Enterprise / Saas,Bangalore,Karnataka,India,4,8,2025-04-08,1,2025,385.95,Bangalore | Enterprise / Saas,4687.37,35.0,76.06,10152.09,58.0,65.28,0,0,0,0,0,0
enabli,Other,Unknown,0.13,Seed,Hyderabad Angels (At Startup Heroes Event),2015,January,Others,Nan,Nan,Nan,1,11,2015-01-11,4,2014,41.5,Unknown | Others,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
enakshi,Consumer Internet,Ahemadabad,0.95,Other,Unknown,2018,August,Consumer Internet,Ahmedabad,Gujarat,India,8,7,2018-08-07,2,2018,0.13,Ahemadabad | Consumer Internet,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
encharge ai,Ai,Usa,830.0,Series B,Tiger Global,2025,February,Artificial Intelligence,Nan,Nan,Usa,2,11,2025-02-11,4,2024,0.95,Usa | Artificial Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
endimension,Healtcare,Mumbai,2.49,Seed,Inflection Point Ventures,2021,September,Others,Mumbai,Maharashtra,India,9,12,2021-09-12,2,2021,830.0,Mumbai | Others,3886.89,15.0,17.64,5024.31,29.0,17.64,0,0,0,0,0,0
endless robotics,Technology,Hyderabad,0.83,Seed,"Devidas Desai, Singapore Angel Network, Vipul Gautam",2016,March,Enterprise / Saas,Hyderabad,Telangana,India,3,27,2016-03-27,4,2015,2.49,Hyderabad | Enterprise / Saas,104.58,5.0,14.73,104.58,5.0,14.73,0,0,0,0,0,0
endureair systems,Advanced Hardware & Technology,Noida,23.24,Unknown,Indian Angel Network,2025,September,Enterprise / Saas,Noida,Uttar Pradesh,India,9,23,2025-09-23,2,2025,0.83,Noida | Enterprise / Saas,2983.49,8.0,189.6,8917.16,20.0,280.75,0,0,0,0,0,0
enercomp,Information Technology &,Ahmedabad,1.66,Unknown,Ah! Ventures,2021,September,Enterprise / Saas,Ahmedabad,Gujarat,India,9,21,2021-09-21,2,2021,23.24,Ahmedabad | Enterprise / Saas,201.69,6.0,12.45,265.6,10.0,6.22,0,0,0,0,0,0
enercomp,Advanced Hardware & Technology,Ahmedabad,1.93,Unknown,Unknown,2025,July,Enterprise / Saas,Ahmedabad,Gujarat,India,7,4,2025-07-04,2,2025,1.66,Ahmedabad | Enterprise / Saas,1186.07,8.0,22.83,1441.71,14.0,19.09,0,0,0,0,0,0
engineerai,Software,India,244.85,Series A,"Lakestar And Jungle Ventures, Softbank\\Xe2\\X80\\X99S Deepcore.",2018,November,Enterprise / Saas,Nan,Nan,India,11,9,2018-11-09,3,2018,3.59,India | Enterprise / Saas,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
enguru,Edtech,Bangalore,34.86,Seed,Letsventure And Arihant Patni,2022,August,Enterprise / Saas,Bangalore,Karnataka,India,8,6,2022-08-06,2,2022,244.85,Bangalore | Enterprise / Saas,22123.45,52.0,52.7,39852.54,129.0,33.62,0,0,0,0,0,0
enkast,Technology,Bangalore,16.6,Private Equity,Ivy League Alumni Angel Network,2016,December,Enterprise / Saas,Bangalore,Karnataka,India,12,13,2016-12-13,3,2016,34.86,Bangalore | Enterprise / Saas,1024.17,25.0,7.88,1526.17,43.0,7.88,0,0,0,0,0,0
enlite research,Enterprise,Mumbai,43.99,Series A,Avaaunknown Capital,2025,July,Enterprise / Saas,Mumbai,Maharashtra,India,7,4,2025-07-04,2,2025,16.6,Mumbai | Enterprise / Saas,1691.94,13.0,64.55,4092.81,30.0,44.82,0,0,0,0,0,0
enmovil,Information Technology &,Hyderabad,10.79,Pre-Series A,Anicut Angel Fund,2021,December,Enterprise / Saas,Hyderabad,Telangana,India,12,18,2021-12-18,3,2021,43.99,Hyderabad | Enterprise / Saas,137.78,9.0,8.72,1818.77,17.0,9.96,0,0,0,0,0,0
enmovil,Logistics,Hyderabad,49.8,Series A,Sorin Investments,2025,August,Logistics / Supply Chain,Hyderabad,Telangana,India,8,20,2025-08-20,2,2025,10.79,Hyderabad | Logistics / Supply Chain,101.05,3.0,9.13,101.05,3.0,9.13,0,0,0,0,0,0
ennoventure,Protection & Authentication,Bangalore,73.87,Series A,"Fenice Investment Group, Safe Investors, Tanglin Venture Partners",2024,November,Others,Bangalore,Karnataka,India,11,14,2024-11-14,3,2024,60.59,Bangalore | Others,3823.22,16.0,78.12,8629.15,28.0,109.15,0,0,0,0,0,0
enphase energy,Solar,Petaluma,962.8,Unknown,T.J. Rodgers And John Doerr,2022,April,Climate / Cleantech / Energy,Petaluma,California,Usa,4,17,2022-04-17,1,2022,73.87,Petaluma | Climate / Cleantech / Energy,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
ensologic,International Trade & Development,Delhi,4.32,Seed,"Hyderabad Angels, Indian Angel Network (Ian)",2022,March,Mobility / Automotive / Ev,Delhi,Delhi,India,3,7,2022-03-07,4,2021,962.8,Delhi | Mobility / Automotive / Ev,686.83,8.0,45.65,686.83,8.0,45.65,0,0,0,0,0,0
ensuredit,Fintech,Gurgaon,2.49,Pre-Series A,Venture Catalysts,2020,November,Fintech,Gurgaon,Haryana,India,11,28,2020-11-28,3,2020,4.32,Gurgaon | Fintech,651.47,7.0,86.75,1484.88,13.0,131.78,0,0,0,0,0,0
ensuredit,Ai,Bangalore,40.67,Seed,. Venture Catalysts And 9Unicorns Accelerator Fund,2022,July,Artificial Intelligence,Bangalore,Karnataka,India,7,24,2022-07-24,2,2022,2.49,Bangalore | Artificial Intelligence,969.11,9.0,91.3,2292.96,17.0,19.92,0,0,0,0,0,0
enterpret,Saas,India,172.64,Series A,"Kleiner Perkins, Peak Xv Partners, Recall Capital, Wing Ventures",2024,December,Enterprise / Saas,Nan,Nan,India,12,22,2024-12-22,3,2024,43.16,India | Enterprise / Saas,244.85,1.0,244.85,244.85,1.0,244.85,0,0,0,0,0,0
enterpret,Ai,San Francisco,172.64,Series A,Caunknownan Partners,2024,December,Artificial Intelligence,San Francisco,California,Usa,12,22,2024-12-22,3,2024,172.64,San Francisco | Artificial Intelligence,149.4,1.0,149.4,149.4,1.0,149.4,0,0,0,0,0,0
enthuai,Ai,Chandigarh,1.66,Unknown,Appit Simple Infotek,2021,May,Artificial Intelligence,Chandigarh,Chandigarh,India,5,9,2021-05-09,1,2021,345.28,Chandigarh | Artificial Intelligence,1.13,1.0,1.13,1.13,1.0,1.13,0,0,0,0,0,0
entri,Edtech,Kochi,11.62,Seed,Good Capital,2020,February,Enterprise / Saas,Kochi,Kerala,India,2,4,2020-02-04,4,2019,1.66,Kochi | Enterprise / Saas,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
entri,Edtech,Kochi,14.11,Pre-Series A,Good Capital,2020,July,Enterprise / Saas,Kochi,Kerala,India,7,14,2020-07-14,2,2020,11.62,Kochi | Enterprise / Saas,11.62,1.0,11.62,11.62,1.0,11.62,0,0,0,0,0,0
entriapp,Edtech,Kochin,58.1,Series A,"Innospark Ventures, Omidyar Network India",2022,February,Enterprise / Saas,Kochi,Kerala,India,2,18,2022-02-18,4,2021,25.73,Kochin | Enterprise / Saas,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
entropik,It,Bangalore,9.13,Other,"Arthavida Ventures, Bharat Innovation, Idfcunknownparampara Capital, Jitendra Gupta, Others",2018,July,Enterprise / Saas,Bangalore,Karnataka,India,7,1,2018-07-01,2,2018,58.1,Bangalore | Enterprise / Saas,1032.1,20.0,36.31,2621.87,48.0,47.93,0,0,0,0,0,0
entropik,Ai,Bangalore,66.4,Series A,"Bharat Innovation Fund, Idfcunknownparampara Fund",2020,January,Artificial Intelligence,Bangalore,Karnataka,India,1,18,2020-01-18,4,2019,9.13,Bangalore | Artificial Intelligence,9.96,1.0,9.96,9.96,1.0,9.96,0,0,0,0,0,0
entropika,Technology,Bangalore,1.66,Seed,"Dileep Bhatt, Milind Chaudhary",2016,November,Enterprise / Saas,Bangalore,Karnataka,India,11,4,2016-11-04,3,2016,75.53,Bangalore | Enterprise / Saas,920.83,22.0,7.88,1400.01,39.0,7.88,0,0,0,0,0,0
eon space labs,Advanced Hardware & Technology,Hyderabad,9.96,Pre-Series A,Mgf Kavachh,2025,August,Enterprise / Saas,Hyderabad,Telangana,India,8,24,2025-08-24,2,2025,1.66,Hyderabad | Enterprise / Saas,572.42,11.0,49.8,1322.93,21.0,53.95,0,0,0,0,0,0
epack prefab,Preengineered Buildings,Greater Noida,166.0,Initial Funding,Gef Capital Partners,2024,December,Others,Nan,Nan,Nan,12,13,2024-12-13,3,2024,9.96,Greater Noida | Others,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1
epaylater,Technology,Mumbai,16.6,Seed,3 Undisclosed Hnis,2016,June,Enterprise / Saas,Mumbai,Maharashtra,India,6,19,2016-06-19,1,2016,166.0,Mumbai | Enterprise / Saas,1366.76,12.0,6.27,1567.4,21.0,7.04,0,0,0,0,0,0
epaylater,Fintech,Mumbai,83.0,Series B,"Blue Ashva Capital, Pravega Ventures, Responsibility",2021,September,Fintech,Mumbai,Maharashtra,India,9,17,2021-09-17,2,2021,16.6,Mumbai | Fintech,2201.53,22.0,37.35,2829.84,35.0,37.35,0,0,0,0,0,0
epigamia,Fmcg,Mumbai,0.26,Series C,Ka Enterprise,2020,March,Consumer Goods / D2C,Mumbai,Maharashtra,India,3,9,2020-03-09,4,2019,99.6,Mumbai | Consumer Goods / D2C,567.47,8.0,5.81,567.47,8.0,5.81,0,0,0,0,0,0
epigeneres biotech,Biotechnology,Mumbai,498.0,Series B,"Letsventure Angel Fund, Moez Daya",2022,January,Enterprise / Saas,Mumbai,Maharashtra,India,1,6,2022-01-06,4,2021,0.26,Mumbai | Enterprise / Saas,2620.73,26.0,67.23,6212.64,41.0,34.65,0,0,0,0,0,0
epiq capital,Fintech,Mumbai,1660.0,Private Equity,Global Institutiounknownl Investors,2017,November,Fintech,Mumbai,Maharashtra,India,11,16,2017-11-16,3,2017,498.0,Mumbai | Fintech,784.52,11.0,56.02,1145.57,14.0,62.25,0,0,0,0,0,0
epns,Harsh Rajat Richa Joshi,Nan,76.0,Unknown,Seed,2022,April,Others,Nan,Nan,Nan,4,25,2022-04-25,1,2022,1660.0,Nan | Others,622.5,1.0,622.5,622.5,1.0,622.5,0,0,0,0,0,0
epoise,Job Search,Bangalore,4.15,Seed,"Amit Ranjan, Orios Venture Partners, Others",2015,August,Hrtech,Bangalore,Karnataka,India,8,21,2015-08-21,2,2015,76.0,Bangalore | Hrtech,83.0,1.0,83.0,83.0,1.0,83.0,0,0,0,0,0,0
eps,Technology,Mumbai,290.5,Private Equity,Apis Partners,2016,January,Enterprise / Saas,Mumbai,Maharashtra,India,1,23,2016-01-23,4,2015,4.15,Mumbai | Enterprise / Saas,158.75,8.0,4.97,286.15,11.0,9.28,0,0,0,0,0,0
equal,Datasharing & Identity Verification,Hyderabad,83.0,Series A,"Keshav Reddy, Prosus Ventures, Tomales Bay Capital",2024,November,Enterprise / Saas,Hyderabad,Telangana,India,11,16,2024-11-16,3,2024,290.5,Hyderabad | Enterprise / Saas,617.71,9.0,53.95,994.53,21.0,31.54,0,0,0,0,0,0
equickies,Ecommerce,Ahmedabad,2.47,Seed,Lothal Angel Ventures,2016,September,Ecommerce / Retail,Ahmedabad,Gujarat,India,9,22,2016-09-22,2,2016,83.0,Ahmedabad | Ecommerce / Retail,12.45,1.0,12.45,12.45,1.0,12.45,0,0,0,0,0,0
