Company_Cleaned,Sub_Sector,Headquarters,Amount_Cr,Funding_Round_Type,Lead_Investors,Year,Month,Sector,city,state,country
indwealth,Fintech,Gurgaon,124.5,Venture,Tiger Global Maunknowngement,2019,August,FinTech,Gurgaon,Haryana,India
hungerbox,Food,Bangalore,54.7,Series C,One97 Communications Ltd.,2019,August,FoodTech,Bangalore,Karnataka,India
admitkard,Edtech,Noida,8.3,Seed,Growth Dna,2019,August,Enterprise / SaaS,Noida,Uttar Pradesh,India
grofers,Ecommerce,Gurgaon,581.0,Series F,SoftBank,2019,August,Ecommerce / Retail,Gurgaon,Haryana,India
rapido bike taxi,Transportation,Bangalore,0.27,Series B,Westbridge Capital,2019,August,Logistics / Supply Chain,Bangalore,Karnataka,India
renewbuy,Fintech,Gurgaon,157.7,Series B,"Lok Capital, Iifl Wealth",2019,July,FinTech,Gurgaon,Haryana,India
atlan,Information Technology,Singapore,20.75,Pre-Series A,Waterbridge Ventures,2019,July,Enterprise / SaaS,,,Singapore
wizcounsel,Compliance,Delhi,1.2,Angel,Kapil Dev,2019,July,Others,Delhi,Delhi,India
ola,Transport,Kormangala,8.3,Series J,"Dig Investment Ab, Deshe Holdings, Samih Toukan And Hussam Khoury",2019,July,Logistics / Supply Chain,Bangalore,Karnataka,India
uniphore,AI,Taramani,316.06,Series C,March Capital Partners,2019,July,Artificial Intelligence,Chennai,Tamil Nadu,India
daalchini,Food,Delhi,4.15,Seed,Artha Venture,2019,July,FoodTech,Delhi,Delhi,India
byjus,Edtech,Bangalore,1245.0,Private Equity,Qatar Investment Authority,2019,July,Enterprise / SaaS,Bangalore,Karnataka,India
moglix,Ecommerce,Singapore,498.0,Series D,"Composite Capital Maunknowngement, Sequoia Capital, Tiger Global Maunknowngement",2019,July,Ecommerce / Retail,,,Singapore
ezyhaul,Technology,Singapore,132.8,Series B,Unknown,2019,July,Enterprise / SaaS,,,Singapore
indus os,Technology,Andheri,47.73,Series B,Ventureast,2019,July,Enterprise / SaaS,Mumbai,Maharashtra,India
healthassure,Healthcare,Mumbai,20.75,Series A,Blume Ventures,2019,July,HealthTech,Mumbai,Maharashtra,India
house of msasaba,Luxury Label,Mumbai,8.3,Series A,Binny Bansal,2019,July,Others,Mumbai,Maharashtra,India
board infinity,Edtech,Chembur,2.65,Angel,Multiple Angel Investors,2019,July,Enterprise / SaaS,Mumbai,Maharashtra,India
nobroker,Ecommerce,Bangalore,423.3,Series C,General Atlantic,2019,June,Ecommerce / Retail,Bangalore,Karnataka,India
bira91,Food,Delhi,83.0,Debt,Anicut Capital,2019,June,FoodTech,Delhi,Delhi,India
fab hotels,Ecommerce,Gurgaon,40.59,Unknown,"Goldman Sachs, Accel Partners And Qualcomm",2019,June,Ecommerce / Retail,Gurgaon,Haryana,India
avail finance,Fintech,Bangalore,74.7,Series A,Matrix Partners,2019,June,FinTech,Bangalore,Karnataka,India
bharat pe,Fintech,Delhi,622.5,Series B,Insight Partners,2019,June,FinTech,Delhi,Delhi,India
recykal,Waste Management,Hyderabad,215.8,Pre-Series A,"Triton Investment Advisors, Pidilite Industries Director Ajay Parekh",2019,June,Others,Hyderabad,Telangana,India
agara labs,Deeptech,Bangalore,20.75,Pre-Series A,Blume Ventures And Rtp Global,2019,June,Enterprise / SaaS,Bangalore,Karnataka,India
sistemabio,Agritech,Nairobi,22.73,Unknown,"Shell Foundation, Dila Capital, Engie Rde Fund, Ecoenterprise Fund, Edfimc (Electrifi), Endeavor Catalyst Fund, Cocapital, Triodos, Alpha Mundi, And Lendahand",2019,June,AgriTech,Nairobi,,Kenya
chakr innovation,Energy,Delhi,215.8,Series A,Ian Fund,2019,June,Climate / CleanTech / Energy,Delhi,Delhi,India
pratilipi,Digital Media,Bangalore,125.41,Series B,Qiming Venture Partners,2019,June,HealthTech,Bangalore,Karnataka,India
bolo app,Digital Media,Bangalore,3.57,Seed,Nexus Venture Partners,2019,June,HealthTech,Bangalore,Karnataka,India
okcredit,Fintech,Haryana,128.65,Series A,Tiger Global Maunknowngement,2019,June,FinTech,,Haryana,India
biz2credit,Fintech,New York,431.6,Series B,Westbridge Capital,2019,June,FinTech,New York,New York,USA
vogo automotive,Transportation,Karnataka,29.75,Debt,Alteria Capital,2019,June,Logistics / Supply Chain,,Karnataka,India
leegality,Technology,Mumbai,28.22,Series A,Mumbai Angels,2019,June,Enterprise / SaaS,Mumbai,Maharashtra,India
saahas zero waste,Waste Management,Bangalore,7.21,Other,C4D Partners,2019,May,Others,Bangalore,Karnataka,India
black buck,Transport,Bangalore,1245.0,Series D,"Goldman Sachs Investment Partners And Silicon Valleyunknownbased Accel, Wellington, Sequoia Capital, B Capital, Lightstreet, Sands Capital And Interunknowntiounknownl Fiunknownnce Corporation",2019,May,Logistics / Supply Chain,Bangalore,Karnataka,India
zenoti,SaaS,Hyderabad,415.0,Series C,Tiger Global Maunknowngement,2019,May,Enterprise / SaaS,Hyderabad,Telangana,India
ather energy,Automobile,Bangalore,423.3,Series C,Sachin Bansal,2019,May,Mobility / Automotive / EV,Bangalore,Karnataka,India
freshvnf,Agtech,Mumbai,1162.0,Seed,Equanimity Ventures,2019,May,Enterprise / SaaS,Mumbai,Maharashtra,India
glowroad,Ecommerce,Bangalore,95.45,Series B,"Korea Investment Partners, Vertex Ventures",2019,May,Ecommerce / Retail,Bangalore,Karnataka,India
bira91,Food,Delhi,46.48,Series B,Sixth Sense Ventures,2019,May,FoodTech,Delhi,Delhi,India
kuvera,Fintech,Bangalore,373.5,Series A,Eight Roads,2019,April,FinTech,Bangalore,Karnataka,India
medlife,Ecommerce,Bangalore,141.1,Private Equity,Prasid Uno Family Trust,2019,April,Ecommerce / Retail,Bangalore,Karnataka,India
kabadiwala,Ecommerce,Bhopal,3.57,Private Equity,"Unilever, Beehive Capital Advisor, Abcom Investments, Parekh Marine Transport",2019,April,Ecommerce / Retail,Bhopal,Madhya Pradesh,India
tripoto,Social Media,Delhi,29.81,Series B,"Orchid India, Hornbill Orchid India Fund, Chiratae Ventures (Formerly Idg Ventures), 3One4 Capital, Lasmer Nv",2019,April,HealthTech,Delhi,Delhi,India
azah,Healthcare,Gurgaon,1.66,Seed,Ununknownmed Angel Investors,2019,April,HealthTech,Gurgaon,Haryana,India
setu,Fintech,Bangalore,29.05,Seed,Lightspeed,2019,April,FinTech,Bangalore,Karnataka,India
toppr,Edtech,Mumbai,52.46,Debt + Equity,Milestone,2019,April,Enterprise / SaaS,Mumbai,Maharashtra,India
craftsvilla,Ecommerce,Mumbai,20.28,Other,Supera Pte Ltd,2019,April,Ecommerce / Retail,Mumbai,Maharashtra,India
unacademy,Edtech,Bangalore,2.55,Other,Kalyan Krishunknownmurthy,2019,April,Enterprise / SaaS,Bangalore,Karnataka,India
clevertap,SaaS,Mumbai,215.8,Series B,"Sequoia India, Tiger Global Maunknowngement, Accel",2019,April,Enterprise / SaaS,Mumbai,Maharashtra,India
my healthcare,Ecommerce,Bengaluru And Gurugram,24.9,Series A,Sixth Sense Ventures,2019,April,Ecommerce / Retail,,,
krazybee,Ecommerce,Bangalore,119.04,Debt,"Bac Acquisitions, Unifi Aif, Brd Securities, Northern R Capital",2019,April,Ecommerce / Retail,Bangalore,Karnataka,India
shuttl,Transportation,Gurgaon,41.5,Venture,New Atlantic Ventures,2019,April,Logistics / Supply Chain,Gurgaon,Haryana,India
increff,Technology,Bangalore,24.9,Series A,"021 Capita, Binny Bansal",2019,April,Enterprise / SaaS,Bangalore,Karnataka,India
zilingo,Ecommerce,India,1875.8,Series D,"Sequoia Capital And Temasek Holdings, Edbi, Burda Principal Investments, And Sofiunknown",2019,February,Ecommerce / Retail,,,India
nanoclean global,Nanotechnology,Delhi,4.98,Series A,"Letsventure, Pitchright Venture, 91Springboard, Al Nour Interunknowntiounknownl Holdings And Mark V Investments",2019,February,Enterprise / SaaS,Delhi,Delhi,India
oyorooms,Hospitality,Gurgaon,830.0,Other,Didi Chuxing,2018,February,HealthTech,Gurgaon,Haryana,India
car dekho,Automobile,Jaipur,913.0,Series C,"Sequoia India, Hillhouse Capital, Alphabet\\Xe2\\X80\\X99S Growth Investment Arm Capital G And Axis Bank",2019,January,Mobility / Automotive / EV,Jaipur,Rajasthan,India
vyome therapeutics,Healthcare,India,182.6,Series D,"Iron Pillar, Perceptive Advisors, Romulus Capital And Kalaari Capital",2019,January,HealthTech,,,India
samunnati financial,Fintech,Chennai,41.5,Debt,"Massif, A Dutch Government Fund",2019,January,FinTech,Chennai,Tamil Nadu,India
manch,Social Media,Delhi,5.81,Seed,Stellaris Venture Partners,2018,December,HealthTech,Delhi,Delhi,India
urbanclap,Technology,Delhi,415.0,Series D,Steadview Capital And Vy Capital.,2018,December,Enterprise / SaaS,Delhi,Delhi,India
guiddoo,Travel,Mumbai,6.64,Pre-Series A,Individual Investors,2018,December,Travel / Hospitality,Mumbai,Maharashtra,India
career anna,Edtech,Gurgaon,4.75,Pre-Series A,Individual Investors,2018,December,Enterprise / SaaS,Gurgaon,Haryana,India
nagpur wholesale,Online,Nagpur,1.19,Seed,Omphalos Ventures India Llp,2018,December,Consumer Internet,Nagpur,Maharashtra,India
shop kirana,B2B,Indore,16.6,Seed,"Info Edge, Aet Fund, Akatsuki And Incubate Fund From Japan And Better Capital Angellist Syndicate.",2018,December,Enterprise / SaaS,Indore,Madhya Pradesh,India
buildsupply,SaaS,Gurgaon,29.05,Series A,"Venture Highway, Gree Ventures, Space Matrix, Individual Investors",2018,December,Enterprise / SaaS,Gurgaon,Haryana,India
godesi,Food,Bangalore,1.15,Other,Lead Angels Network,2018,November,FoodTech,Bangalore,Karnataka,India
veritas finance,Fintech,Chennai,230.73,Series D,"Norwest Venture Partners, Cdc Group, The Uk\\Xe2\\X80\\X99S Development Fiunknownnce Institution And P Surendra Pai",2018,November,FinTech,Chennai,Tamil Nadu,India
meesho,Ecommerce,Bangalore,415.0,Series C,"Shunwei Capital, Dst Partners And Rps Ventures",2018,November,Ecommerce / Retail,Bangalore,Karnataka,India
mobile premier league,Gaming,Bangalore,4.15,Series A,Unknown,2018,November,Others,Bangalore,Karnataka,India
ar bon vivants,Food,Jaipur,8.3,Other,"Rb Investments, Singapore",2018,November,FoodTech,Jaipur,Rajasthan,India
black buck,Food,New York,8.3,Series A,Tiger Global,2018,November,FoodTech,New York,New York,USA
milkbasket,Food,Delhi,10.79,Series B,Mayfield Fund,2018,November,FoodTech,Delhi,Delhi,India
driveu,Transport,Bangalore,8.3,Other,Stevens Creek Ventures,2018,November,Logistics / Supply Chain,Bangalore,Karnataka,India
cleansecar,Technology,Bangalore,4.15,Other,Venture Catalysts,2018,November,Enterprise / SaaS,Bangalore,Karnataka,India
automation anywhere,Automation,Usa,2490.0,Series B,SoftBank,2018,November,Mobility / Automotive / EV,,,USA
healthifyme,Healthcare,Bangalore,49.8,Other,"Sistema Asia Fund, Vc Samsung Next, Chiratae Ventures, Inventus Capital, Blume Ventures And Innoven Capital.",2018,November,HealthTech,Bangalore,Karnataka,India
genius corner,Edtech,Noida,2.31,Seed,Individual Investors,2018,November,Enterprise / SaaS,Noida,Uttar Pradesh,India
aavishkaarintellecap,Investment,Mumbai,257.3,Other,Teachers Insurance And Annuity Association (Tiaa),2018,November,FinTech,Mumbai,Maharashtra,India
signzy,Fintech,Mumbai,28.22,Series A,"Stellaris Venture Partners And Kalaari Capital, Rajan Aunknownndan From Google, Dilip Khandwelwal From Sap Labs India, And Amrish Rau From Payu India",2018,November,FinTech,Mumbai,Maharashtra,India
engineerai,Software,India,244.85,Series A,"Lakestar And Jungle Ventures, Softbank\\Xe2\\X80\\X99S Deepcore.",2018,November,Enterprise / SaaS,,,India
incred finance,Fintech,India,348.6,Private Equity,"Paragon Partners, Individual Investors",2018,November,FinTech,,,India
roposo,Social Media,Delhi,14.11,Series B,Bertelsmann India Investments,2018,November,HealthTech,Delhi,Delhi,India
origo commodities,Logistics,Hyderabad,91.3,Other,"Cooperative Oikocredit, Caspian And Hivosunknowntriodos Fund",2018,October,Logistics / Supply Chain,Hyderabad,Telangana,India
grover zampa,Food,Mumbai,68.06,Private Equity,Ravi Viswaunknownthan,2018,October,FoodTech,Mumbai,Maharashtra,India
droom,Automobile,Gurgaon,24.9,Series E,Zigexn,2018,October,Mobility / Automotive / EV,Gurgaon,Haryana,India
innov8,Real Estate,Delhi,33.2,Pre-Series A,Credence Family Office,2018,October,Real Estate / PropTech,Delhi,Delhi,India
black buck,Logistics,Bangalore,121.84,Other,Sequoia Capital,2018,October,Logistics / Supply Chain,Bangalore,Karnataka,India
letstransport,Logistics,Bangalore,99.6,Series C,Fosun Interunknowntiounknownl,2018,October,Logistics / Supply Chain,Bangalore,Karnataka,India
netmeds,Consumer Internet,Chennai,290.5,Private Equity,"Sistema Asia Fund, Sistema Jsfc And Tanncam Investment",2018,September,Consumer Internet,Chennai,Tamil Nadu,India
udaan,B2B,Bangalore,1867.5,Private Equity,Dst Global And Lightspeed Venture Partners\\Xe2\\X80\\X99 Global Fund.,2018,September,Enterprise / SaaS,Bangalore,Karnataka,India
daily hunt,Consumer Internet,Bangalore,53.04,Private Equity,Falcon Edge,2018,September,Consumer Internet,Bangalore,Karnataka,India
3hcare,Healthcare,Delhi,8.3,Other,Unknown,2018,September,HealthTech,Delhi,Delhi,India
nykaa,Consumer Internet,Mumbai,1304.76,Private Equity,Lighthouse,2018,September,Consumer Internet,Mumbai,Maharashtra,India
dream11,Consumer Internet,Mumbai,830.0,Private Equity,"Tencent, Kalaari Capital And Private Equity Firm Multiples Alterunknownte Asset Maunknowngement",2018,September,Consumer Internet,Mumbai,Maharashtra,India
mamaearth,Healthcare,Gurgaon,33.2,Private Equity,"Stellaris Ventures, Others",2018,September,HealthTech,Gurgaon,Haryana,India
autogrid,Technology,Bangalore,265.6,Private Equity,"Clp Holdings Group, Innogy, \\Xc3\\X98Rstead, And Teunknownska",2018,September,Enterprise / SaaS,Bangalore,Karnataka,India
pharmeasy,Consumer Internet,Mumbai,45.65,Debt,Innoven Capital,2018,September,Consumer Internet,Mumbai,Maharashtra,India
upwards,Fintech,Mumbai,41.5,Private Equity,"Shunwei Capital, Quotient, Mayfield, Others",2018,September,FinTech,Mumbai,Maharashtra,India
kissht,Fintech,Mumbai,249.0,Private Equity,"Vertex Ventures Southeast Asia (Sea) And India And Sistema Asia Fund, Fosun Rz Capital, Ventureast, And Endiya Partners.\\N\\N",2018,September,FinTech,Mumbai,Maharashtra,India
dishq,Food,Bangalore,3.32,Other,"Farm To Fork, Arts Alliance, The Syndicate Fund, Sven Hensen, Zeroth And Artesian Venture Partners",2018,August,FoodTech,Bangalore,Karnataka,India
samosa labs,Consumer Internet,Hyderabad,58.1,Private Equity,Xiaomi And Sequoia Capital India,2018,August,Consumer Internet,Hyderabad,Telangana,India
ziffyhomes,Consumer Internet,Gurgaon,1.0,Private Equity,Y Combiunknowntor,2018,August,Consumer Internet,Gurgaon,Haryana,India
my omnamo,Consumer Internet,Mumbai,8.3,Other,Unknown,2018,August,Consumer Internet,Mumbai,Maharashtra,India
shopx,Consumer Internet,Bangalore,290.5,Private Equity,Fung Strategic Holdings,2018,August,Consumer Internet,Bangalore,Karnataka,India
makemytrip,Consumer Internet,Gurgaon,83.0,Private Equity,Makemytrip Limited,2018,August,Consumer Internet,Gurgaon,Haryana,India
hansel io,Consumer Internet,Bangalore,33.2,Other,Vertex Ventures,2018,August,Consumer Internet,Bangalore,Karnataka,India
metro bikes,Consumer Internet,Bangalore,101.26,Private Equity,"Sequoia Capital India Advisors, Accel Partners And G Raghuunknownndan",2018,August,Consumer Internet,Bangalore,Karnataka,India
phone pe,Consumer Internet,Bangalore,547.8,Private Equity,Flipkart,2018,August,Consumer Internet,Bangalore,Karnataka,India
quizizz,Edtech,Bangalore,24.9,Other,"Nexus Venture Partners, Prime Venture Partners And Others",2018,August,Enterprise / SaaS,Bangalore,Karnataka,India
happy emi,Fintech,Bangalore,8.3,Other,Aj Ventures And Jain Interunknowntiounknownl Trade Organisation (Jito),2018,August,FinTech,Bangalore,Karnataka,India
inthree,Consumer Internet,Chennai,33.2,Other,"Ventureast, Orios Venture Partners And The Ian Fund",2018,August,Consumer Internet,Chennai,Tamil Nadu,India
observe ai,Technology,Bangalore,66.4,Private Equity,"Nexus Venture Partners, Mgv, Liquid 2 Ventures, Hack Vc, Emergent Ventures And Y Combiunknowntor",2018,August,Enterprise / SaaS,Bangalore,Karnataka,India
enakshi,Consumer Internet,Ahemadabad,0.95,Other,Unknown,2018,August,Consumer Internet,Ahmedabad,Gujarat,India
eazydiner,Consumer Internet,Gurgaon,48.55,Private Equity,Denlow Investment Trust And Beenext,2018,August,Consumer Internet,Gurgaon,Haryana,India
finzy,Fintech,Bangalore,8.3,Other,Unknown,2018,August,FinTech,Bangalore,Karnataka,India
rawpressery,Consumer Internet,Mumbai,39.84,Debt,Alteria Capital,2018,August,Consumer Internet,Mumbai,Maharashtra,India
pi ventures,Technology,Bangalore,49.8,Private Equity,Cdc Group Plc\\Xc2\\Xa0,2018,August,Enterprise / SaaS,Bangalore,Karnataka,India
revv,Consumer Internet,Gurgaon,118.44,Private Equity,"Hyundai, Edelweiss And Beenext, Dream Incubator, Sunjay Kapoor And Telama Investment",2018,August,Consumer Internet,Gurgaon,Haryana,India
zestmoney,Consumer Internet,Bangalore,111.22,Private Equity,"Xiaomi, Payu, Ribbit Capital And Omidyar Network",2018,August,Consumer Internet,Bangalore,Karnataka,India
shubh loans,Fintech,Bangalore,34.86,Private Equity,"Saama Capital, Sri Capital, Beenext, And Pravega Ventures",2018,August,FinTech,Bangalore,Karnataka,India
myupchar,Healthcare,Delhi,41.5,Private Equity,"Nexus Venture Partners, Omidyar Network And Shunwei Capital",2018,August,HealthTech,Delhi,Delhi,India
narvar,It,Bangalore,24.9,Private Equity,Accel (Formerly Known As Accel Partners),2018,August,Enterprise / SaaS,Bangalore,Karnataka,India
true north,Fintech,Mumbai,4980.0,Private Equity,Unknown,2018,August,FinTech,Mumbai,Maharashtra,India
biryani by kilo,Consumer Internet,Gurgaon,8.3,Other,Ajay Relan And Viunknowny Mittal,2018,July,Consumer Internet,Gurgaon,Haryana,India
anchanto,It,Pune,33.2,Private Equity,"Mdi Ventures, Telkom Indonesia",2018,July,Enterprise / SaaS,Pune,Maharashtra,India
policy bazaar,Consumer Internet,Gurgaon,229.91,Private Equity,Info Edge (India) Ltd And Temasek,2018,July,Consumer Internet,Gurgaon,Haryana,India
zippserv,Consumer Internet,Bangalore,3.65,Other,Info Edge (India) Ltd,2018,July,Consumer Internet,Bangalore,Karnataka,India
groww,Consumer Internet,Bangalore,9.13,Other,"Insignia Ventures Partners, Lightbridge Partners, Kairos",2018,July,Consumer Internet,Bangalore,Karnataka,India
avenue growth,Consumer Internet,Gurgaon,3.63,Other,"Avtar Monga, Chief Operating Office At Idfc Bank, Aditya Malik, Others",2018,July,Consumer Internet,Gurgaon,Haryana,India
kinara capital,Fintech,Bangalore,41.5,Private Equity,Responsability,2018,July,FinTech,Bangalore,Karnataka,India
shop 101,Consumer Internet,Mumbai,41.5,Private Equity,"Stellaris Venture Partners, Vy Capital, Raghuunknownndan G, And Ramakant Sharma",2018,July,Consumer Internet,Mumbai,Maharashtra,India
sambandh,Consumer Internet,Rourkela,20.75,Private Equity,Base Of Pyramid Asia (Bopa) Pte Ltd,2018,July,Consumer Internet,Rourkela,Odisha,India
19th mile,It,Gurgaon,1.49,Other,"Rishi Vasudev, Excelsior Investments, Ritesh Vohra, Praveer Kumar, Prashant Gupta And Others",2018,July,Enterprise / SaaS,Gurgaon,Haryana,India
5th vital,Healthcare,Bangalore,4.15,Other,Brand Capital And Others,2018,July,HealthTech,Bangalore,Karnataka,India
mengage,Healthcare,Jaipur,1.45,Other,"Siddharth Agarwal, Mahavir Sharma, Amit Singal, 100 Counknownfounders Lab And Others.",2018,July,HealthTech,Jaipur,Rajasthan,India
ofbusiness,Fintech,Gurgaon,240.7,Private Equity,"Creation Investments, Falcon Edge, Matrix Partners India And Zodius Capital",2018,July,FinTech,Gurgaon,Haryana,India
cars24,Consumer Internet,Gurgaon,412.51,Private Equity,"Kingsway Fci Fund, Kck Global, Others",2018,July,Consumer Internet,Gurgaon,Haryana,India
the ken,Consumer Internet,Bangalore,12.45,Other,"Omidyar Network, Others",2018,July,Consumer Internet,Bangalore,Karnataka,India
book my show,Consumer Internet,Mumbai,830.0,Private Equity,"Tpg Growth, The Rise Fund, Others",2018,July,Consumer Internet,Mumbai,Maharashtra,India
housingman,Consumer Internet,Bangalore,12.45,Other,Unknown,2018,July,Consumer Internet,Bangalore,Karnataka,India
paysense,Consumer Internet,Mumbai,149.4,Private Equity,"Payu, Others",2018,July,Consumer Internet,Mumbai,Maharashtra,India
vtion,Technology,Gurgaon,2.32,Other,"Angellist, Rahul Khanunknown, Rajeev Arora And Ram Ramsundar.",2018,July,Enterprise / SaaS,Gurgaon,Haryana,India
log9 materials,Technology,Bangalore,3.62,Other,"Metaform Ventures, Hemant Luthra, Micro Venture Capital Firm Gems Partners And Others",2018,July,Enterprise / SaaS,Bangalore,Karnataka,India
kidovators,Edtech,Bangalore,1.49,Other,Gray Matters,2018,July,Enterprise / SaaS,Bangalore,Karnataka,India
digit,Consumer Internet,Pune,373.5,Private Equity,Fairfax,2018,July,Consumer Internet,Pune,Maharashtra,India
black soil,Fintech,Mumbai,141.1,Private Equity,"Allcargo Logistics, Navneet Education And Mahavir Agency",2018,July,FinTech,Mumbai,Maharashtra,India
trell,Consumer Internet,Bangalore,10.38,Other,"Beenext, Weh Ventures And Sprout Ventures",2018,July,Consumer Internet,Bangalore,Karnataka,India
iqlect,Technology,Bangalore,20.75,Other,Ventureast And Exfinity,2018,July,Enterprise / SaaS,Bangalore,Karnataka,India
entropik,It,Bangalore,9.13,Other,"Bharat Innovation, Idfcunknownparampara Capital, Arthavida Ventures, Jitendra Gupta, Others",2018,July,Enterprise / SaaS,Bangalore,Karnataka,India
thecapitalnet,Fintech,Hyderabad,4.15,Private Equity,Lindwall Family Investments Llc (Lfi),2018,July,FinTech,Hyderabad,Telangana,India
shuttl,Consumer Internet,Gurgaon,91.3,Private Equity,"Amazon Alexa Fund, Dentsu Ventures",2018,July,Consumer Internet,Gurgaon,Haryana,India
cure fit,Consumer Internet,Bangalore,996.0,Private Equity,"Idg Ventures, Accel, Kalaari Capital And Others",2018,July,Consumer Internet,Bangalore,Karnataka,India
five star,Fintech,Chennai,830.0,Private Equity,"Tpg, Norwest Venture Partners, Sequoia Capital, Matrix Partners",2018,July,FinTech,Chennai,Tamil Nadu,India
healthsignz,Healthcare,Hyderabad,41.5,Other,Kantilal Patel,2018,July,HealthTech,Hyderabad,Telangana,India
cointribe,Fintech,Gurgaon,83.0,Private Equity,"Sabre Partners, Puneet Dalmia, Others",2018,June,FinTech,Gurgaon,Haryana,India
digiconectt,Technology,Bangalore,1.04,Other,Aspire Logistics Llc,2018,June,Enterprise / SaaS,Bangalore,Karnataka,India
annapurna finance,Fintech,Bhubneswar,190.9,Private Equity,Oman India Joint Investment Fund (Oijif),2018,June,FinTech,Bhubaneswar,Odisha,India
meesho,Consumer Internet,Bangalore,95.45,Private Equity,"Sequoia Capital, Saif Partners, Y Combiunknowntor And Venture Highway",2018,June,Consumer Internet,Bangalore,Karnataka,India
ayefinance,Fintech,Gurgaon,178.45,Private Equity,"Capitalg, Saif Partners And Lgt Impact Ventures",2018,June,FinTech,Gurgaon,Haryana,India
alpha capital,Fintech,Mumbai,122.84,Private Equity,Alpha Capital,2018,June,FinTech,Mumbai,Maharashtra,India
eshakti,Ecommerce,Chennai,83.83,Private Equity,Paragon Partners,2018,June,Ecommerce / Retail,Chennai,Tamil Nadu,India
daily ninja,Consumer Internet,Bangalore,24.9,Other,Saama Capital And Sequoia Capital,2018,June,Consumer Internet,Bangalore,Karnataka,India
nirogstreet,Healthcare,Gurgaon,2.49,Other,"Spiral Ventures, Subho Ray And Samir Kumar",2018,June,HealthTech,Gurgaon,Haryana,India
nivesh,Fintech,Noida,3.73,Other,"Letsventure, Rajan Aunknownndan, Basab Pradhan, Vivek Khare And Bijoy George",2018,June,FinTech,Noida,Uttar Pradesh,India
homelane,Consumer Internet,Bangalore,28.64,Other,Brand Capital,2018,June,Consumer Internet,Bangalore,Karnataka,India
network intelligence,Technology,Mumbai,39.84,Private Equity,Helix Investments,2018,June,Enterprise / SaaS,Mumbai,Maharashtra,India
tynor othontics,Healthcare,Chandigarh,174.3,Private Equity,"Lighthouse Funds, Thuasne Participations",2018,June,HealthTech,Chandigarh,Chandigarh,India
elucidata,It,Delhi Cambridge,14.11,Other,Hyperplane Venture Capital And Several Angel Investors,2018,June,Enterprise / SaaS,,,
rentsher,Consumer Internet,Bangalore,9.13,Other,"Shorooq Investments, Letsventure, Others",2018,June,Consumer Internet,Bangalore,Karnataka,India
drip capital,Fintech,Mumbai,124.5,Private Equity,"Accel, Sequoia India, Y Combiunknowntor And Others.",2018,June,FinTech,Mumbai,Maharashtra,India
wickedride,Consumer Internet,Bangalore,75.53,Private Equity,"Sequoia Capital, Accel, Raghuunknownndan Gangappa",2018,June,Consumer Internet,Bangalore,Karnataka,India
policy bazaar,Consumer Internet,Gurgaon,1660.0,Private Equity,"SoftBank, Info Edge (India) Ltd",2018,June,Consumer Internet,Gurgaon,Haryana,India
hipbar,Consumer Internet,Bangalore,33.2,Private Equity,Diageo India,2018,June,Consumer Internet,Bangalore,Karnataka,India
sqqrl,Fintech,Gurgaon,8.3,Other,Equanimity Venture Fund,2018,June,FinTech,Gurgaon,Haryana,India
paytm,Technology,Noida,74.28,Private Equity,One 97 Communications,2018,June,Enterprise / SaaS,Noida,Uttar Pradesh,India
sigtuple,Healthcare,Bangalore,157.7,Private Equity,"Accel, Idg Venture, Endiya Partners, Pi Ventures, Vh Capital, Axilor Ventures And Binny Bansal",2018,June,HealthTech,Bangalore,Karnataka,India
wow express,Technology,Mumbai,37.35,Private Equity,Unknown Existing Investors As Well As The Tamarind Family Trust,2018,June,Enterprise / SaaS,Mumbai,Maharashtra,India
front desk ai,Technology,Bangalore,9.13,Other,"Speciale Invest, Others",2018,June,Enterprise / SaaS,Bangalore,Karnataka,India
edureka,Edtech,Bangalore,16.6,Other,Leo Capital,2018,June,Enterprise / SaaS,Bangalore,Karnataka,India
opentap,Fintech,Chennai,3.73,Other,Unknown High Netunknownworth Individuals,2018,May,FinTech,Chennai,Tamil Nadu,India
bizongo,Consumer Internet,Mumbai,182.6,Private Equity,"B Capital, Interunknowntiounknownl Fiunknownnce Corporation (Ifc), Accel Partners And Idg Ventures",2018,May,Consumer Internet,Mumbai,Maharashtra,India
disprz,It,Chennai,20.75,Other,"Il, Fs Private Equity, Kae Capital, Others",2018,May,Enterprise / SaaS,Chennai,Tamil Nadu,India
paisadukan,Consumer Internet,Mumbai,1.87,Other,Unknown,2018,May,Consumer Internet,Mumbai,Maharashtra,India
i3sysytems,Technology,Mumbai,8.3,Other,"Unitus Ventures, Behram Vakil And Jerxis Vandrevala",2018,May,Enterprise / SaaS,Mumbai,Maharashtra,India
earth food,Consumer Internet,Pune,7.88,Other,Rairah Corporation,2018,May,Consumer Internet,Pune,Maharashtra,India
nykaa,Consumer Internet,Mumbai,199.2,Private Equity,"Sunil Munjal, Harsh Mariwala, Dalip Pathak And Others",2018,May,Consumer Internet,Mumbai,Maharashtra,India
mfine,Healthcare,Bangalore,34.86,Private Equity,"Prime Venture Partners, Stellaris Venture Partners And Mayur Abhaya Srisrimal",2018,May,HealthTech,Bangalore,Karnataka,India
rocketium,Technology,Bangalore,2.49,Other,Blume Ventures,2018,May,Enterprise / SaaS,Bangalore,Karnataka,India
