Company_Cleaned,Sector,Headquarters,Amount_Cr,Funding_Round_Type,Lead_Investors,Year,Month,Month_Num,Date
yumist,Home Cooked Food Order & Delivery,Gurgaon,16.6,Private Equity,"Unilazer Ventures, Orios Venture Partners, Steven Lurie",2015,December,12,2015-12-01
jigsaw academy,Online School For Analytics Learning,Bangalore,24.9,Private Equity,Manipal Global Education Services,2015,December,12,2015-12-01
voxweb,Picture Creation & Social Mobile,Mumbai,2.9,Seed,Unknown Investor,2015,December,12,2015-12-01
aye finance,Nonbanking Finance,Delhi,24.9,Private Equity,"Saif Partners, Accion",2015,December,12,2015-12-01
black buck,Online Freight Aggregator,Bangalore,207.5,Private Equity,"Tiger Global Maunknowngement, Yuri Milner, Apoletto, Accel, Flipkart",2015,December,12,2015-12-01
homestudio,Online Branded Furniture Etailer,Bangalore,41.5,Private Equity,Bren Corporation,2015,December,12,2015-12-01
prophesee,Digital Analytics,Delhi,4.15,Seed,"Indian Angel Network, Stanford Angels, Entrepreneurs India",2015,December,12,2015-12-01
i2e1,Internet Infrastructure,Delhi,4.15,Seed,Growx Ventures,2015,December,12,2015-12-01
holisol logistics,Supply & Logistics,Delhi,83.0,Private Equity,Clsa Capital Partners Aria Iv Funds,2015,December,12,2015-12-01
paynear,Mobile Point Of Sale,Hyderabad,20.75,Private Equity,Mitesh Majithia,2015,December,12,2015-12-01
chillr,Peertopeer Money Transfer & Recharge,Mumbai,581.0,Private Equity,"Sequoia Capital, Blume Ventures, Uniqorn Ventures And Other",2015,December,12,2015-12-01
eureqa,Test Automation Saas,Hyderabad,4.98,Seed,"Sashi Reddi, Gabriel Investments",2015,December,12,2015-12-01
onlinerti,Online Rti Application,Bangalore,1.25,Seed,"Letsventure, Mohandas Pai",2015,December,12,2015-12-01
weddingzin,Wedding Venues & Vendors,Mumbai,8.3,Seed,"Rajan Aunknownndan, Zoya Akhtar, Reema Kagati, Ruchi Narain, Amrish Kumar, Hrishikesh Parandekar",2015,December,12,2015-12-01
capricoast,Modular Furnishings,Bangalore,29.05,Private Equity,"Accel Partners India, Rb Investments",2015,December,12,2015-12-01
cabsguru,Cab Search Comparison & Booking,Delhi,1.66,Seed,Prashanth Rangaunknownthan,2015,December,12,2015-12-01
whoop,Performance Optimization For Athletes,Boston,24.9,Private Equity,Infosys,2015,December,12,2015-12-01
streamoid,Visual Search And Discovery,Bangalore,8.3,Seed,Unknown,2015,December,12,2015-12-01
housejoy,Home,Bangalore,186.75,Private Equity,"Amazon, Vertex Ventures, Qualcomm, Ruunknownnet Technology Partners, Matrix Partners",2015,December,12,2015-12-01
bluebirch,End To End Reverse Logistics Solution,Bangalore,16.6,Seed,"Chicago Capital Ventures, Sanjay Mehta, Others",2015,December,12,2015-12-01
meradoctor,Virtual Health Consultation,Mumbai,9.96,Private Equity,Unilazer,2015,December,12,2015-12-01
rivigo,Logistics,Gurgaon,249.0,Private Equity,Saif Partners And Others,2015,December,12,2015-12-01
springboard,Data Science & Ux Design Learning,Bangalore,14.11,Seed,"Allen Blue, John Katzman, Naveen Tewari, Kartik Hosaunknowngar, Kashyap Deorah, 500 Startups, Blue Fog Capital",2015,December,12,2015-12-01
ampere vehicles,Electric Bike Manufacturers,Coimbatore,9.96,Seed,"Kris Gopalakrishunknownn, Others",2015,December,12,2015-12-01
cbrex,International Hiring,Mumbai,1.66,Seed,"Prahlad Rao, Sundara Rajan, Vikram Chachra",2015,December,12,2015-12-01
truckmandi,Logistics,Delhi,16.6,Private Equity,"Ritesh Dwivedy, Ramakant Sharma, Mount Nathan Advisors",2015,December,12,2015-12-01
peppertap,Hyperlocalxc2Xa0 Grocery Delivery,Gurgaon,33.2,Private Equity,Innoven Capital,2015,December,12,2015-12-01
kooh sports,Sports Education,Mumbai,16.6,Private Equity,"Tcs, Hdfc, Faering Capital, Elevate Sports",2015,December,12,2015-12-01
latestone,Mobile Accessories Online Store,Hyderabad,24.9,Private Equity,Palred Technologies Ltd,2015,December,12,2015-12-01
aryaai,AI,Mumbai,6.22,Private Equity,"Yournest Angel Fund, Venture Nursery",2015,December,12,2015-12-01
doctor insta,Medical Consultation & Doctor Appointment Booking,Gurgaon,4.15,Private Equity,"Rishi Parti, Brahmax Ventures",2015,December,12,2015-12-01
mobiefit,Mobile Fitness,Goa,8.3,Private Equity,Medi Assist,2015,December,12,2015-12-01
mech mocha,Mobile Game Development & Design,Bangalore,8.3,Seed,"Blume Ventures, Flipkart",2015,December,12,2015-12-01
shotangcom,B2B Ecommerce,Bangalore,41.5,Private Equity,"Exfinity Venture Partners, Unitus Impact Livelihoods Fund",2015,December,12,2015-12-01
black white orange,B2B Merchandize,Mumbai,2.51,Seed,Collaborative Licensing Ventures Llp,2015,December,12,2015-12-01
canvera,Photographer Online Search & Booking,Bangalore,18.26,Private Equity,Info Edge (India) Ltd,2015,December,12,2015-12-01
town essentials,Grocery Delivery,Bangalore,8.3,Seed,"Sharad Hegde, Girish Reddy, Siddharth Patil, Shrikant Patil",2015,December,12,2015-12-01
bumper,Mobile Car Servicing Appointment,Bangalore,4.15,Seed,Saif Partners,2015,December,12,2015-12-01
hotify,New Curation Mobile,Bangalore,1.25,Seed,Mahavir Pratap Sharma,2015,December,12,2015-12-01
mobikwik,Mobile Wallet,Gurgaon,54.78,Private Equity,"Sequoia Capital, Tree Line Asia, Innoven Capital",2015,December,12,2015-12-01
twigly,Online Food Ordering & Delivery,Gurgaon,1.66,Seed,"Amit Gupta, Sahil Barua, Mukul Singhal, Tracxn Labs",2015,November,11,2015-11-01
cityflo,Bus Aggregation And Rental Mobile,Mumbai,6.22,Seed,Idg Ventures,2015,November,11,2015-11-01
pokkt,Alternate Mobile Monetization,Mumbai,41.5,Private Equity,"Segnel Venture, Shinji Kimura, Sundar Chanrai, Jafco Asia, Singtel\\Xe2\\X80\\X99S Innov8, Jungle Ventures, K Ganesh",2015,November,11,2015-11-01
oibanit,Online Food Ordering,Vadodara,1.25,Seed,"Varun Ahuja, Anubhav Verma",2015,November,11,2015-11-01
stuffed,Quick Restaurant & Online Delivery,Mumbai,3.2,Seed,Riqueza Capital,2015,November,11,2015-11-01
loanbaba,Online Loans,Mumbai,2.66,Seed,Unknown,2015,November,11,2015-11-01
deyor rooms,Budget Hotels Aggregator,Delhi,4.15,Seed,"Dheeraj Jain, Others",2015,November,11,2015-11-01
bidgely,Efficient Energy Management,Usa,137.78,Private Equity,"Constellation Technology Ventures (Exelon Corporation), E.On, Rwe, Khosla Ventures",2015,November,11,2015-11-01
shirsa labs,Digital Intelligent Learning,Mumbai,2.08,Seed,Ah! Ventures,2015,November,11,2015-11-01
yourdost,Online Counselling And Psychological Support,Gwalior,3.32,Seed,"Phanindra Sama, Aprameya Radhakrishunknown, Aneesh Reddy, Neeraj Jawalkar, Sanjay Aunknownndaram, Pavan Ongole, Venk Krishunknownn",2015,November,11,2015-11-01
bookmybai,Domestic Help Aggregation,Mumbai,1.25,Seed,"Vineel Nalla, Others",2015,November,11,2015-11-01
myindianstay,Home Stay & Room Rentals,Goa,1.66,Seed,Unknown Investors,2015,November,11,2015-11-01
satvacart,Online Grocery,Gurgaon,14.94,Private Equity,Unknown Hnis,2015,November,11,2015-11-01
popxocom,Online Content For Women,Delhi,16.6,Private Equity,"Idg Ventures India, Kalaari Capital, 500 Startups",2015,November,11,2015-11-01
spareshub,Online Vehicle Spare Parts Etailer,Pune,3.82,Seed,"Hyderabad Angels, M, S Partners",2015,November,11,2015-11-01
explara,Event Ticketing,Pune,4.07,Private Equity,"Hyderabad Angels, Singapore Angel Network, Ness Wadia",2015,November,11,2015-11-01
yuvi hospitality,Premium Dining Lounges & Restaurants,Gurgaon,124.5,Private Equity,Chandralekha Construction Pvt. Ltd.,2015,November,11,2015-11-01
appvirality,Mobile Growth Hackingnplatform,Hyderabad,4.15,Seed,"Rajan Aunknownndan, Mike Galgon, Ravi Gururaj, Ashim Mehra, \\Xc2\\Xa0 Mohit Saxeunknown, Internet Group, Tnn Capital And Others",2015,November,11,2015-11-01
istar skill development,Skill Training,Bangalore,12.45,Private Equity,"Michael, Susan Dell Foundation, Unitus Seed Fund",2015,November,11,2015-11-01
bigstylistcom,Beauty And Wellness,Mumbai,8.3,Private Equity,Info Edge,2015,November,11,2015-11-01
zilingo,For Bangkok,Bangalore,15.77,Private Equity,"Sequoia India, Beenext Ventures, Kuunknownl Shah, Sandeep Tandon",2015,November,11,2015-11-01
didi,Ondemand Maids,Mumbai,1.25,Seed,"Jozef Bardik, Leo Wang Sangeeth Ram",2015,November,11,2015-11-01
skoovcom,Ecommerce Product Search Engine,Mumbai,1.25,Seed,Undisclosed Investor,2015,November,11,2015-11-01
chefs basket,Ready To Cook Packaged Foods,Mumbai,49.8,Private Equity,"Saif Partners, Haresh Chawla",2015,November,11,2015-11-01
delight foods,Branded Food Products Online Sales,Bangalore,4.98,Private Equity,"Lensbridge Capital, Mape Advisory Group, Fireside Ventures",2015,November,11,2015-11-01
renewbuy,Auto Insurance Online,Gurgaon,4.15,Seed,Mount Nathan Advisors Pte Ltd,2015,November,11,2015-11-01
hitwicket,Cricket Management Mobile Game,Hyderabad,2.08,Seed,Chenunknowni Angels,2015,November,11,2015-11-01
cashkarocom,Ecommerce Discount & Cashback Coupons,Gurgaon,30.71,Private Equity,Kalaari Capital,2015,November,11,2015-11-01
absentia,Virtual Reality Headset Creator,Bangalore,1.49,Seed,"Astarc Ventures, 50K Ventures, Others",2015,November,11,2015-11-01
taskbucks,Mobileonly Tasks,Delhi,124.5,Private Equity,Times Internet,2015,November,11,2015-11-01
craftsvilla,Women Ethnic Wearxc2Xa0 Online,Mumbai,282.2,Private Equity,"Sequoia India, Lightspeed, Nexus Venture Partners, Global Founders Capital, Apoletto",2015,November,11,2015-11-01
julia computing,Numerical Computing & Data Science,Bangalore,4.98,Seed,Gordon And Betty Moore Foundation,2015,November,11,2015-11-01
styletag,Designer Fashion Jewellery,Bangalore,62.25,Seed,Jitu Virwani,2015,November,11,2015-11-01
smytten,Online Products Discovery,Gurgaon,1.66,Seed,"Rimpal Chawla, Anuj Srivastava",2015,November,11,2015-11-01
bibox,Kids Tool Kit For Innovation,Bangalore,4.4,Seed,Ravi Krishunknownmurthy,2015,November,11,2015-11-01
convegenius,Mobile Learning,Noida,2.49,Seed,Eunknownblers Platform,2015,November,11,2015-11-01
ola,Car Aggregator & Retail Mobile,Bangalore,4150.0,Private Equity,"Baillie Gifford, Falcon Edge Capital, Tiger Global, SoftBank, Dst Global, Didi Kuaidi",2015,November,11,2015-11-01
goodbox,Conversational Commerce Mobile,Bangalore,20.75,Private Equity,Nexus Venture Partners,2015,November,11,2015-11-01
scoopwhoop,Viral Content Web,Delhi,33.2,Private Equity,Kalaari Capital,2015,November,11,2015-11-01
urbanclap,Mobile,Gurgaon,207.5,Private Equity,"Bessemer Venture Partner, Accel, Saif Partners",2015,November,11,2015-11-01
sensegiz,Smartwatch Maker,Belgaum,4.15,Seed,Karunknowntaka Semiconductor Venture Capital Firm,2015,November,11,2015-11-01
fourseven,Online Jewellery Etailer,Delhi,3.78,Seed,Indian Angel Network,2015,November,11,2015-11-01
mindtickle,Sales & Productivity Software,Pune,103.75,Private Equity,New Enterprise Associates,2015,November,11,2015-11-01
medinfi,Healthcare,Bangalore,2.53,Seed,"Ram Kumar Kakani, Pradeep K Jaisingh, Sunil T V, Vijay Ghadge, Hemant Kaul, Gurmeet Chahal, Others",2015,November,11,2015-11-01
ouwt,Nightlife Discovery Mobile,Mumbai,1.25,Seed,Unknown Investors,2015,November,11,2015-11-01
heypillow,Online Real Estate,Bangalore,24.9,Private Equity,Hampton Capital,2015,November,11,2015-11-01
caravan craft,Indian Ethnic Crafts Etailer,Bangalore,9.96,Private Equity,"Unitus Seed Fund, Bijou Kurien, Narayan Ramachandran",2015,November,11,2015-11-01
talkoot,Social For Traders And Investors,Bangalore,0.83,Seed,Unknown Investors,2015,November,11,2015-11-01
rentomojo,Online Furniture Home Appliances Rental,Bangalore,16.6,Private Equity,"Idg Ventures India, \\Xc2\\Xa0 Accel Partners India",2015,November,11,2015-11-01
medikoe,Healthcare,Bangalore,0.83,Seed,Anil Menon,2015,November,11,2015-11-01
stylofie,Healthcare,Gurgaon,2.08,Seed,Swastika,2015,November,11,2015-11-01
naaptol,Online And Tv Shopping,Mumbai,431.6,Private Equity,"Mitsui, Co., New Enterprise Associates, Caunknownan Partners, Silicon Valley Bank",2015,November,11,2015-11-01
earlysalarycom,Mobile Based Loan Disbursement,Mumbai,12.45,Seed,Ashok Agarwal,2015,November,11,2015-11-01
tooler,On Demand Laundry,Delhi,0.91,Seed,"Raghu Khanunknown, Sameer Gupta",2015,November,11,2015-11-01
s chand,Education Content,Delhi,224.1,Private Equity,Ifc Everstone Group,2015,November,11,2015-11-01
goqii,Fitness Tracking Management,Mumbai,111.22,Private Equity,"New Enterprise Associates, Cheetah Mobile",2015,November,11,2015-11-01
grofers,Hyperlocal Grocery Delivery,Gurgaon,996.0,Private Equity,"SoftBank, Tiger Global, Sequoia Capital, Apoletto Maunknowngers",2015,November,11,2015-11-01
pluss,Hyperlocal Healthcare Product Delivery,Gurgaon,8.3,Private Equity,"Idg Ventures, M, S Partners, Powerhouse Ventures (Usa).",2015,November,11,2015-11-01
